medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,country_code,event,country,sport
Bronze,3,,GUO L,GUO Linlin,W,../../../en/results/rowing/athlete-profile-n1310283-guo-linlin.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,JU R,JU Rui,W,../../../en/results/rowing/athlete-profile-n1311476-ju-rui.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,LI J,LI Jingjing,W,../../../en/results/rowing/athlete-profile-n1311484-li-jingjing.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,MIAO T,MIAO Tian,W,../../../en/results/rowing/athlete-profile-n1311574-miao-tian.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,WANG Y,WANG Yuwei,W,../../../en/results/rowing/athlete-profile-n1312997-wang-yuwei.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,WANG Z,WANG Zifeng,W,../../../en/results/rowing/athlete-profile-n1313002-wang-zifeng.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,XU F,XU Fei,W,../../../en/results/rowing/athlete-profile-n1313011-xu-fei.htm,CHN,Women's Eight,People's Republic of China,Rowing
Bronze,3,,ZHANG D,ZHANG Dechang,W,../../../en/results/rowing/athlete-profile-n1313055-zhang-dechang.htm,CHN,Women's Eight,People's Republic of China,Rowing
Gold,1,,TWIGG E,TWIGG Emma,W,../../../en/results/rowing/athlete-profile-n1462981-twigg-emma.htm,NZL,Women's Single Sculls,New Zealand,Rowing
Silver,2,,PRAKATSEN H,PRAKATSEN Hanna,W,../../../en/results/rowing/athlete-profile-n1435257-prakatsen-hanna.htm,ROC,Women's Single Sculls,ROC,Rowing
Bronze,3,,LOBNIG M,LOBNIG Magdalena,W,../../../en/results/rowing/athlete-profile-n1331024-lobnig-magdalena.htm,AUT,Women's Single Sculls,Austria,Rowing
Gold,1,,BATSARASHKINA V,BATSARASHKINA Vitalina,W,../../../en/results/shooting/athlete-profile-n1428779-batsarashkina-vitalina.htm,ROC,25m Pistol Women,ROC,Shooting
Silver,2,,KIM M,KIM Minjung,W,../../../en/results/shooting/athlete-profile-n1318843-kim-minjung.htm,KOR,25m Pistol Women,Republic of Korea,Shooting
Bronze,3,,XIAO J,XIAO Jiaruixuan,W,../../../en/results/shooting/athlete-profile-n1407499-xiao-jiaruixuan.htm,CHN,25m Pistol Women,People's Republic of China,Shooting
Gold,1,,RYLOV E,RYLOV Evgeny,M,../../../en/results/swimming/athlete-profile-n1431532-rylov-evgeny.htm,ROC,Men's 200m Backstroke,ROC,Swimming
Silver,2,,MURPHY R,MURPHY Ryan,M,../../../en/results/swimming/athlete-profile-n1302446-murphy-ryan.htm,USA,Men's 200m Backstroke,United States of America,Swimming
Bronze,3,,GREENBANK L,GREENBANK Luke,M,../../../en/results/swimming/athlete-profile-n1444169-greenbank-luke.htm,GBR,Men's 200m Backstroke,Great Britain,Swimming
Gold,1,,WANG S,WANG Shun,M,../../../en/results/swimming/athlete-profile-n1310325-wang-shun.htm,CHN,Men's 200m Individual Medley,People's Republic of China,Swimming
Silver,2,,SCOTT D,SCOTT Duncan,M,../../../en/results/swimming/athlete-profile-n1444193-scott-duncan.htm,GBR,Men's 200m Individual Medley,Great Britain,Swimming
Bronze,3,,DESPLANCHES J,DESPLANCHES Jeremy,M,../../../en/results/swimming/athlete-profile-n1465527-desplanches-jeremy.htm,SUI,Men's 200m Individual Medley,Switzerland,Swimming
Gold,1,,McKEON E,McKEON Emma,W,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm,AUS,Women's 100m Freestyle,,Swimming
Silver,2,,HAUGHEY SB,HAUGHEY Siobhan Bernadette,W,../../../en/results/swimming/athlete-profile-n1419400-haughey-siobhan-bernadette.htm,HKG,Women's 100m Freestyle,"Hong Kong, China",Swimming
Bronze,3,,CAMPBELL C,CAMPBELL Cate,W,../../../en/results/swimming/athlete-profile-n1482861-campbell-cate.htm,AUS,Women's 100m Freestyle,,Swimming
Gold,1,,SCHOENMAKER T,SCHOENMAKER Tatjana,W,../../../en/results/swimming/athlete-profile-n1323390-schoenmaker-tatjana.htm,RSA,Women's 200m Breaststroke,South Africa,Swimming
Silver,2,,KING L,KING Lilly,W,../../../en/results/swimming/athlete-profile-n1302307-king-lilly.htm,USA,Women's 200m Breaststroke,United States of America,Swimming
Bronze,3,,LAZOR A,LAZOR Annie,W,../../../en/results/swimming/athlete-profile-n1302224-lazor-annie.htm,USA,Women's 200m Breaststroke,United States of America,Swimming
Gold,1,,MA L,MA Long,M,../../../en/results/table-tennis/athlete-profile-n1321054-ma-long.htm,CHN,Men's Singles,People's Republic of China,Table Tennis
Silver,2,,FAN Z,FAN Zhendong,M,../../../en/results/table-tennis/athlete-profile-n1321133-fan-zhendong.htm,CHN,Men's Singles,People's Republic of China,Table Tennis
Bronze,3,,OVTCHAROV D,OVTCHAROV Dimitrij,M,../../../en/results/table-tennis/athlete-profile-n1321084-ovtcharov-dimitrij.htm,GER,Men's Singles,Germany,Table Tennis
Gold,1,,MEKTIC N,MEKTIC Nikola,M,../../../en/results/tennis/athlete-profile-n1383850-mektic-nikola.htm,CRO,Men's Doubles,Croatia,Tennis
Gold,1,,PAVIC M,PAVIC Mate,M,../../../en/results/tennis/athlete-profile-n1383852-pavic-mate.htm,CRO,Men's Doubles,Croatia,Tennis
Silver,2,,CILIC M,CILIC Marin,M,../../../en/results/tennis/athlete-profile-n1388487-cilic-marin.htm,CRO,Men's Doubles,Croatia,Tennis
Silver,2,,DODIG I,DODIG Ivan,M,../../../en/results/tennis/athlete-profile-n1383847-dodig-ivan.htm,CRO,Men's Doubles,Croatia,Tennis
Bronze,3,,DANIELL M,DANIELL Marcus,M,../../../en/results/tennis/athlete-profile-n1464971-daniell-marcus.htm,NZL,Men's Doubles,New Zealand,Tennis
Bronze,3,,VENUS M,VENUS Michael,M,../../../en/results/tennis/athlete-profile-n1464977-venus-michael.htm,NZL,Men's Doubles,New Zealand,Tennis
Gold,1,,ZHU X,ZHU Xueying,W,../../../en/results/trampoline-gymnastics/athlete-profile-n1310396-zhu-xueying.htm,CHN,Women,People's Republic of China,Trampoline Gymnastics
Silver,2,,LIU L,LIU Lingling,W,../../../en/results/trampoline-gymnastics/athlete-profile-n1310394-liu-lingling.htm,CHN,Women,People's Republic of China,Trampoline Gymnastics
Bronze,3,,PAGE B,PAGE Bryony,W,../../../en/results/trampoline-gymnastics/athlete-profile-n1467539-page-bryony.htm,GBR,Women,Great Britain,Trampoline Gymnastics
Gold,1,,GAZOZ M,GAZOZ Mete,M,../../../en/results/archery/athlete-profile-n1321950-gazoz-mete.htm,TUR,Men's Individual,Turkey,Archery
Silver,2,,NESPOLI M,NESPOLI Mauro,M,../../../en/results/archery/athlete-profile-n1413336-nespoli-mauro.htm,ITA,Men's Individual,Italy,Archery
Bronze,3,,FURUKAWA T,FURUKAWA Takaharu,M,../../../en/results/archery/athlete-profile-n1313434-furukawa-takaharu.htm,JPN,Men's Individual,Japan,Archery
Gold,1,,HOLUB-KOWALIK M,HOLUB-KOWALIK Malgorzata,X,../../../en/results/athletics/athlete-profile-n1382451-holub-kowalik-malgorzata.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,KACZMAREK N,KACZMAREK Natalia,X,../../../en/results/athletics/athlete-profile-n1324446-kaczmarek-natalia.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,BAUMGART-WITAN I,BAUMGART-WITAN Iga,X,../../../en/results/athletics/athlete-profile-n1324477-baumgart-witan-iga.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,SWIETY-ERSETIC J,SWIETY-ERSETIC Justyna,X,../../../en/results/athletics/athlete-profile-n1324419-swiety-ersetic-justyna.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,DUSZYNSKI K,DUSZYNSKI Kajetan,X,../../../en/results/athletics/athlete-profile-n1324420-duszynski-kajetan.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,ZALEWSKI K,ZALEWSKI Karol,X,../../../en/results/athletics/athlete-profile-n1324422-zalewski-karol.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Gold,1,,KOWALUK D,KOWALUK Dariusz,X,../../../en/results/athletics/athlete-profile-n1324407-kowaluk-dariusz.htm,POL,4 x 400m Relay Mixed,Poland,Athletics
Silver,2,,OGANDO A,OGANDO Alexander,X,../../../en/results/athletics/athlete-profile-n1721236-ogando-alexander.htm,DOM,4 x 400m Relay Mixed,Dominican Republic,Athletics
Silver,2,,SANTOS L,SANTOS Luguelin,X,../../../en/results/athletics/athlete-profile-n1388945-santos-luguelin.htm,DOM,4 x 400m Relay Mixed,Dominican Republic,Athletics
Silver,2,,FELIZ LA,FELIZ Lidio Andres,X,../../../en/results/athletics/athlete-profile-n1388951-feliz-lidio-andres.htm,DOM,4 x 400m Relay Mixed,Dominican Republic,Athletics
Silver,2,,PAULINO M,PAULINO Marileidy,X,../../../en/results/athletics/athlete-profile-n1388966-paulino-marileidy.htm,DOM,4 x 400m Relay Mixed,Dominican Republic,Athletics
Silver,2,,MEDINA VENTURA A,MEDINA VENTURA Anabel,X,../../../en/results/athletics/athlete-profile-n1388967-medina-ventura-anabel.htm,DOM,4 x 400m Relay Mixed,Dominican Republic,Athletics
Bronze,3,,GODWIN E,GODWIN Elija,X,../../../en/results/athletics/athlete-profile-n1878055-godwin-elija.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,DEADMON B,DEADMON Bryce,X,../../../en/results/athletics/athlete-profile-n1453059-deadmon-bryce.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,ELLIS K,ELLIS Kendall,X,../../../en/results/athletics/athlete-profile-n1458420-ellis-kendall.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,WHITNEY K,WHITNEY Kaylin,X,../../../en/results/athletics/athlete-profile-n1458409-whitney-kaylin.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,STEWART T,STEWART Trevor,X,../../../en/results/athletics/athlete-profile-n1459077-stewart-trevor.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,MANSON T,MANSON Taylor,X,../../../en/results/athletics/athlete-profile-n1459034-manson-taylor.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,IRBY L,IRBY Lynna,X,../../../en/results/athletics/athlete-profile-n1470823-irby-lynna.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Bronze,3,,NORWOOD V,NORWOOD Vernon,X,../../../en/results/athletics/athlete-profile-n1459111-norwood-vernon.htm,USA,4 x 400m Relay Mixed,United States of America,Athletics
Gold,1,,STAHL D,STAHL Daniel,M,../../../en/results/athletics/athlete-profile-n1449190-stahl-daniel.htm,SWE,Men's Discus Throw,Sweden,Athletics
Silver,2,,PETTERSSON S,PETTERSSON Simon,M,../../../en/results/athletics/athlete-profile-n1449254-pettersson-simon.htm,SWE,Men's Discus Throw,Sweden,Athletics
Bronze,3,,WEISSHAIDINGER L,WEISSHAIDINGER Lukas,M,../../../en/results/athletics/athlete-profile-n1331008-weisshaidinger-lukas.htm,AUT,Men's Discus Throw,Austria,Athletics
Gold,1,,THOMPSON-HERAH E,THOMPSON-HERAH Elaine,W,../../../en/results/athletics/athlete-profile-n1412290-thompson-herah-elaine.htm,JAM,Women's 100m,Jamaica,Athletics
Silver,2,,FRASER-PRYCE SA,FRASER-PRYCE Shelly-Ann,W,../../../en/results/athletics/athlete-profile-n1437353-fraser-pryce-shelly-ann.htm,JAM,Women's 100m,Jamaica,Athletics
Bronze,3,,JACKSON S,JACKSON Shericka,W,../../../en/results/athletics/athlete-profile-n1437545-jackson-shericka.htm,JAM,Women's 100m,Jamaica,Athletics
Gold,1,,WANG CL,WANG Chi-Lin,M,../../../en/results/badminton/athlete-profile-n1324742-wang-chi-lin.htm,TPE,Men's Doubles,Chinese Taipei,Badminton
Gold,1,,LEE Y,LEE Yang,M,../../../en/results/badminton/athlete-profile-n1324745-lee-yang.htm,TPE,Men's Doubles,Chinese Taipei,Badminton
Silver,2,,LI Jun Hui,LI Jun Hui,M,../../../en/results/badminton/athlete-profile-n1349530-li-jun-hui.htm,CHN,Men's Doubles,People's Republic of China,Badminton
Silver,2,,LIU Y,LIU Yu Chen,M,../../../en/results/badminton/athlete-profile-n1349540-liu-yu-chen.htm,CHN,Men's Doubles,People's Republic of China,Badminton
Bronze,3,,CHIA A,CHIA Aaron,M,../../../en/results/badminton/athlete-profile-n1470683-chia-aaron.htm,MAS,Men's Doubles,Malaysia,Badminton
Bronze,3,,SOH WY,SOH Wooi Yik,M,../../../en/results/badminton/athlete-profile-n1470723-soh-wooi-yik.htm,MAS,Men's Doubles,Malaysia,Badminton
Bronze,3,,TESTA I,TESTA Irma,W,../../../en/results/boxing/athlete-profile-n1400154-testa-irma.htm,ITA,Women's Feather (54-57kg),Italy,Boxing
Bronze,3,,ARTINGSTALL K,ARTINGSTALL Karriss,W,../../../en/results/boxing/athlete-profile-n1443243-artingstall-karriss.htm,GBR,Women's Feather (54-57kg),Great Britain,Boxing
Gold,1,,POZDNIAKOVA S,POZDNIAKOVA Sofia,W,../../../en/results/fencing/athlete-profile-n1428153-pozdniakova-sofia.htm,ROC,Women's Sabre Team,ROC,Fencing
Gold,1,,NIKITINA O,NIKITINA Olga,W,../../../en/results/fencing/athlete-profile-n1428154-nikitina-olga.htm,ROC,Women's Sabre Team,ROC,Fencing
Gold,1,,VELIKAYA S,VELIKAYA Sofya,W,../../../en/results/fencing/athlete-profile-n1428151-velikaya-sofya.htm,ROC,Women's Sabre Team,ROC,Fencing
Silver,2,,BALZER S,BALZER Sara,W,../../../en/results/fencing/athlete-profile-n1351053-balzer-sara.htm,FRA,Women's Sabre Team,France,Fencing
Silver,2,,BERDER C,BERDER Cecilia,W,../../../en/results/fencing/athlete-profile-n1351054-berder-cecilia.htm,FRA,Women's Sabre Team,France,Fencing
Silver,2,,BRUNET M,BRUNET Manon,W,../../../en/results/fencing/athlete-profile-n1351055-brunet-manon.htm,FRA,Women's Sabre Team,France,Fencing
Silver,2,,LEMBACH C,LEMBACH Charlotte,W,../../../en/results/fencing/athlete-profile-n1351056-lembach-charlotte.htm,FRA,Women's Sabre Team,France,Fencing
Bronze,3,,KIM J,KIM Jiyeon,W,../../../en/results/fencing/athlete-profile-n1335680-kim-jiyeon.htm,KOR,Women's Sabre Team,Republic of Korea,Fencing
Bronze,3,,YOON J,YOON Jisu,W,../../../en/results/fencing/athlete-profile-n1335682-yoon-jisu.htm,KOR,Women's Sabre Team,Republic of Korea,Fencing
Bronze,3,,SEO J,SEO Jiyeon,W,../../../en/results/fencing/athlete-profile-n1335686-seo-jiyeon.htm,KOR,Women's Sabre Team,Republic of Korea,Fencing
Bronze,3,,CHOI S,CHOI Sooyeon,W,../../../en/results/fencing/athlete-profile-n1335695-choi-sooyeon.htm,KOR,Women's Sabre Team,Republic of Korea,Fencing
Gold,1,,BUCHARD A,BUCHARD Amandine,X,../../../en/results/judo/athlete-profile-n1403693-buchard-amandine.htm,FRA,Mixed Team,France,Judo
Gold,1,,RINER T,RINER Teddy,X,../../../en/results/judo/athlete-profile-n1403689-riner-teddy.htm,FRA,Mixed Team,France,Judo
Gold,1,,le BLOUCH K,le BLOUCH Kilian,X,../../../en/results/judo/athlete-profile-n1403682-le-blouch-kilian.htm,FRA,Mixed Team,France,Judo
Gold,1,,CHAINE G,CHAINE Guillaume,X,../../../en/results/judo/athlete-profile-n1403683-chaine-guillaume.htm,FRA,Mixed Team,France,Judo
Gold,1,,CLERGET A,CLERGET Axel,X,../../../en/results/judo/athlete-profile-n1403685-clerget-axel.htm,FRA,Mixed Team,France,Judo
Gold,1,,IDDIR A,IDDIR Alexandre,X,../../../en/results/judo/athlete-profile-n1403687-iddir-alexandre.htm,FRA,Mixed Team,France,Judo
Gold,1,,DICKO R,DICKO Romane,X,../../../en/results/judo/athlete-profile-n1403706-dicko-romane.htm,FRA,Mixed Team,France,Judo
Gold,1,,MALONGA M,MALONGA Madeleine,X,../../../en/results/judo/athlete-profile-n1403700-malonga-madeleine.htm,FRA,Mixed Team,France,Judo
Gold,1,,AGBEGNENOU C,AGBEGNENOU Clarisse,X,../../../en/results/judo/athlete-profile-n1403697-agbegnenou-clarisse.htm,FRA,Mixed Team,France,Judo
Gold,1,,PINOT M,PINOT Margaux,X,../../../en/results/judo/athlete-profile-n1403699-pinot-margaux.htm,FRA,Mixed Team,France,Judo
Gold,1,,CYSIQUE SL,CYSIQUE Sarah Leonie,X,../../../en/results/judo/athlete-profile-n1403695-cysique-sarah-leonie.htm,FRA,Mixed Team,France,Judo
Silver,2,,ABE U,ABE Uta,X,../../../en/results/judo/athlete-profile-n1315319-abe-uta.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,ARAI C,ARAI Chizuru,X,../../../en/results/judo/athlete-profile-n1315327-arai-chizuru.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,YOSHIDA T,YOSHIDA Tsukasa,X,../../../en/results/judo/athlete-profile-n1315322-yoshida-tsukasa.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,TASHIRO M,TASHIRO Miku,X,../../../en/results/judo/athlete-profile-n1315324-tashiro-miku.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,SONE A,SONE Akira,X,../../../en/results/judo/athlete-profile-n1315332-sone-akira.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,HARASAWA H,HARASAWA Hisayoshi,X,../../../en/results/judo/athlete-profile-n1315335-harasawa-hisayoshi.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,HAMADA S,HAMADA Shori,X,../../../en/results/judo/athlete-profile-n1315330-hamada-shori.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,NAGASE T,NAGASE Takanori,X,../../../en/results/judo/athlete-profile-n1315342-nagase-takanori.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,WOLF A,WOLF Aaron,X,../../../en/results/judo/athlete-profile-n1315337-wolf-aaron.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,MUKAI S,MUKAI Shoichiro,X,../../../en/results/judo/athlete-profile-n1315339-mukai-shoichiro.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,ONO S,ONO Shohei,X,../../../en/results/judo/athlete-profile-n1315344-ono-shohei.htm,JPN,Mixed Team,Japan,Judo
Silver,2,,ABE H,ABE Hifumi,X,../../../en/results/judo/athlete-profile-n1315347-abe-hifumi.htm,JPN,Mixed Team,Japan,Judo
Bronze,3,,MUKI S,MUKI Sagi,X,../../../en/results/judo/athlete-profile-n1283099-muki-sagi.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,BUTBUL T,BUTBUL Tohar,X,../../../en/results/judo/athlete-profile-n1283100-butbul-tohar.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,SASSON O,SASSON Or,X,../../../en/results/judo/athlete-profile-n1283101-sasson-or.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,KOCHMAN L,KOCHMAN Li,X,../../../en/results/judo/athlete-profile-n1283103-kochman-li.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,SHMAILOV B,SHMAILOV Baruch,X,../../../en/results/judo/athlete-profile-n1283106-shmailov-baruch.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,PALTCHIK P,PALTCHIK Peter,X,../../../en/results/judo/athlete-profile-n1283107-paltchik-peter.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,LANIR I,LANIR Inbar,X,../../../en/results/judo/athlete-profile-n1283116-lanir-inbar.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,SHARIR G,SHARIR Gili,X,../../../en/results/judo/athlete-profile-n1283118-sharir-gili.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,HERSHKO R,HERSHKO Raz,X,../../../en/results/judo/athlete-profile-n1283119-hershko-raz.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,NELSON LEVY T,NELSON LEVY Timna,X,../../../en/results/judo/athlete-profile-n1283123-nelson-levy-timna.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,RISHONY S,RISHONY Shira,X,../../../en/results/judo/athlete-profile-n1283125-rishony-shira.htm,ISR,Mixed Team,Israel,Judo
Bronze,3,,WAGNER AM,WAGNER Anna-Maria,X,../../../en/results/judo/athlete-profile-n1326845-wagner-anna-maria.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,MENZ K,MENZ Katharina,X,../../../en/results/judo/athlete-profile-n1326848-menz-katharina.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,SCOCCIMARRO G,SCOCCIMARRO Giovanna,X,../../../en/results/judo/athlete-profile-n1326853-scoccimarro-giovanna.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,FREY KR,FREY Karl-Richard,X,../../../en/results/judo/athlete-profile-n1326860-frey-karl-richard.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,RESSEL D,RESSEL Dominic,X,../../../en/results/judo/athlete-profile-n1326862-ressel-dominic.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,SEIDL S,SEIDL Sebastian,X,../../../en/results/judo/athlete-profile-n1326863-seidl-sebastian.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,WANDTKE I,WANDTKE Igor,X,../../../en/results/judo/athlete-profile-n1326864-wandtke-igor.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,FREY J,FREY Johannes,X,../../../en/results/judo/athlete-profile-n1326870-frey-johannes.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,TRIPPEL E,TRIPPEL Eduard,X,../../../en/results/judo/athlete-profile-n1326875-trippel-eduard.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,TRAJDOS M,TRAJDOS Martyna,X,../../../en/results/judo/athlete-profile-n1326841-trajdos-martyna.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,STOLL T,STOLL Theresa,X,../../../en/results/judo/athlete-profile-n1326842-stoll-theresa.htm,GER,Mixed Team,Germany,Judo
Bronze,3,,GRABOWSKI J,GRABOWSKI Jasmin,X,../../../en/results/judo/athlete-profile-n1326844-grabowski-jasmin.htm,GER,Mixed Team,Germany,Judo
Gold,1,,BLYDE M,BLYDE Michaela,W,../../../en/results/rugby-sevens/athlete-profile-n1473812-blyde-michaela.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,BROUGHTON G,BROUGHTON Gayle,W,../../../en/results/rugby-sevens/athlete-profile-n1473813-broughton-gayle.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,POURI-LANE R,POURI-LANE Risi,W,../../../en/results/rugby-sevens/athlete-profile-n1473848-pouri-lane-risi.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,SAILI A,SAILI Alena,W,../../../en/results/rugby-sevens/athlete-profile-n1473855-saili-alena.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,KAKA S,KAKA Shiray,W,../../../en/results/rugby-sevens/athlete-profile-n1473859-kaka-shiray.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,TUI R,TUI Ruby,W,../../../en/results/rugby-sevens/athlete-profile-n1473861-tui-ruby.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,FLUHLER S,FLUHLER Stacey,W,../../../en/results/rugby-sevens/athlete-profile-n1473863-fluhler-stacey.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,WILLISON T,WILLISON Tenika,W,../../../en/results/rugby-sevens/athlete-profile-n1473871-willison-tenika.htm,NZL,Women,New Zealand,Rugby Sevens
Gold,1,,WOODMAN P,WOODMAN Portia,W,../../../en/results/rugby-sevens/athlete-profile-n1473872-woodman-portia.htm,NZL,Women,New Zealand,Rugby Sevens
