medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
Silver Medal,2,2021-08-02 00:00:00.0,KAMENSKIY S,KAMENSKIY Sergey,M,../../../en/results/shooting/athlete-profile-n1428759-kamenskiy-sergey.htm,ROC,SHO,50m Rifle 3 Positions Men,ROC,Shooting
Bronze Medal,3,2021-08-02 00:00:00.0,SEBIC M,SEBIC Milenko,M,../../../en/results/shooting/athlete-profile-n1344935-sebic-milenko.htm,SRB,SHO,50m Rifle 3 Positions Men,Serbia,Shooting
Gold Medal,1,2021-08-02 00:00:00.0,LI W,LI Wenwen,W,../../../en/results/weightlifting/athlete-profile-n1342297-li-wenwen.htm,CHN,WLF,Women's +87kg,People's Republic of China,Weightlifting
Silver Medal,2,2021-08-02 00:00:00.0,CAMPBELL EJ,CAMPBELL Emily Jade,W,../../../en/results/weightlifting/athlete-profile-n1440043-campbell-emily-jade.htm,GBR,WLF,Women's +87kg,Great Britain,Weightlifting
Bronze Medal,3,2021-08-02 00:00:00.0,ROBLES SE,ROBLES Sarah Elizabeth,W,../../../en/results/weightlifting/athlete-profile-n1285337-robles-sarah-elizabeth.htm,USA,WLF,Women's +87kg,United States of America,Weightlifting
Gold Medal,1,2021-08-02 00:00:00.0,WANG Z,WANG Zhouyu,W,../../../en/results/weightlifting/athlete-profile-n1342307-wang-zhouyu.htm,CHN,WLF,Women's 87kg,People's Republic of China,Weightlifting
Silver Medal,2,2021-08-02 00:00:00.0,SALAZAR ARCE TY,SALAZAR ARCE Tamara Yajaira,W,../../../en/results/weightlifting/athlete-profile-n1462160-salazar-arce-tamara-yajaira.htm,ECU,WLF,Women's 87kg,Ecuador,Weightlifting
Bronze Medal,3,2021-08-02 00:00:00.0,SANTANA PEGUERO CD,SANTANA PEGUERO Crismery Dominga,W,../../../en/results/weightlifting/athlete-profile-n1398757-santana-peguero-crismery-dominga.htm,DOM,WLF,Women's 87kg,Dominican Republic,Weightlifting
Gold Medal,1,2021-08-02 00:00:00.0,LOPEZ NUNEZ M,LOPEZ NUNEZ Mijain,M,../../../en/results/wrestling/athlete-profile-n1311232-lopez-nunez-mijain.htm,CUB,WRE,Men's Greco-Roman 130kg,Cuba,Wrestling
Silver Medal,2,2021-08-02 00:00:00.0,KAJAIA I,KAJAIA Iakobi,M,../../../en/results/wrestling/athlete-profile-n1286074-kajaia-iakobi.htm,GEO,WRE,Men's Greco-Roman 130kg,Georgia,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,KAYAALP R,KAYAALP Riza,M,../../../en/results/wrestling/athlete-profile-n1382497-kayaalp-riza.htm,TUR,WRE,Men's Greco-Roman 130kg,Turkey,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,SEMENOV S,SEMENOV Sergei,M,../../../en/results/wrestling/athlete-profile-n1436166-semenov-sergei.htm,ROC,WRE,Men's Greco-Roman 130kg,ROC,Wrestling
Gold Medal,1,2021-08-02 00:00:00.0,ORTA SANCHEZ LA,ORTA SANCHEZ Luis Alberto,M,../../../en/results/wrestling/athlete-profile-n1348810-orta-sanchez-luis-alberto.htm,CUB,WRE,Men's Greco-Roman 60kg,Cuba,Wrestling
Silver Medal,2,2021-08-02 00:00:00.0,FUMITA K,FUMITA Kenichiro,M,../../../en/results/wrestling/athlete-profile-n1316566-fumita-kenichiro.htm,JPN,WRE,Men's Greco-Roman 60kg,Japan,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,EMELIN S,EMELIN Sergey,M,../../../en/results/wrestling/athlete-profile-n1436156-emelin-sergey.htm,ROC,WRE,Men's Greco-Roman 60kg,ROC,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,WALIHAN S,WALIHAN Sailike,M,../../../en/results/wrestling/athlete-profile-n1318640-walihan-sailike.htm,CHN,WRE,Men's Greco-Roman 60kg,People's Republic of China,Wrestling
Gold Medal,1,2021-08-02 00:00:00.0,ROTTER FOCKEN A,ROTTER FOCKEN Aline,W,../../../en/results/wrestling/athlete-profile-n1334833-rotter-focken-aline.htm,GER,WRE,Women's Freestyle 76kg,Germany,Wrestling
Silver Medal,2,2021-08-02 00:00:00.0,GRAY AM,GRAY Adeline Maria,W,../../../en/results/wrestling/athlete-profile-n1347803-gray-adeline-maria.htm,USA,WRE,Women's Freestyle 76kg,United States of America,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,ADAR Y,ADAR Yasemin,W,../../../en/results/wrestling/athlete-profile-n1382524-adar-yasemin.htm,TUR,WRE,Women's Freestyle 76kg,Turkey,Wrestling
Bronze Medal,3,2021-08-02 00:00:00.0,ZHOU Q,ZHOU Qian,W,../../../en/results/wrestling/athlete-profile-n1314025-zhou-qian.htm,CHN,WRE,Women's Freestyle 76kg,People's Republic of China,Wrestling
Gold Medal,1,2021-08-03 00:00:00.0,HASHIMOTO D,HASHIMOTO Daiki,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318265-hashimoto-daiki.htm,JPN,GAR,Men's Horizontal Bar,Japan,Artistic Gymnastics
Silver Medal,2,2021-08-03 00:00:00.0,SRBIC T,SRBIC Tin,M,../../../en/results/artistic-gymnastics/athlete-profile-n1325266-srbic-tin.htm,CRO,GAR,Men's Horizontal Bar,Croatia,Artistic Gymnastics
Bronze Medal,3,2021-08-03 00:00:00.0,NAGORNYY N,NAGORNYY Nikita,M,../../../en/results/artistic-gymnastics/athlete-profile-n1406257-nagornyy-nikita.htm,ROC,GAR,Men's Horizontal Bar,ROC,Artistic Gymnastics
Gold Medal,1,2021-08-03 00:00:00.0,ZOU J,ZOU Jingyuan,M,../../../en/results/artistic-gymnastics/athlete-profile-n1323057-zou-jingyuan.htm,CHN,GAR,Men's Parallel Bars,People's Republic of China,Artistic Gymnastics
Silver Medal,2,2021-08-03 00:00:00.0,DAUSER L,DAUSER Lukas,M,../../../en/results/artistic-gymnastics/athlete-profile-n1329936-dauser-lukas.htm,GER,GAR,Men's Parallel Bars,Germany,Artistic Gymnastics
Bronze Medal,3,2021-08-03 00:00:00.0,ARICAN F,ARICAN Ferhat,M,../../../en/results/artistic-gymnastics/athlete-profile-n1327455-arican-ferhat.htm,TUR,GAR,Men's Parallel Bars,Turkey,Artistic Gymnastics
Gold Medal,1,2021-08-03 00:00:00.0,GUAN C,GUAN Chenchen,W,../../../en/results/artistic-gymnastics/athlete-profile-n1333572-guan-chenchen.htm,CHN,GAR,Women's Balance Beam,People's Republic of China,Artistic Gymnastics
Silver Medal,2,2021-08-03 00:00:00.0,TANG X,TANG Xijing,W,../../../en/results/artistic-gymnastics/athlete-profile-n1329911-tang-xijing.htm,CHN,GAR,Women's Balance Beam,People's Republic of China,Artistic Gymnastics
Bronze Medal,3,2021-08-03 00:00:00.0,BILES S,BILES Simone,W,../../../en/results/artistic-gymnastics/athlete-profile-n1348720-biles-simone.htm,USA,GAR,Women's Balance Beam,United States of America,Artistic Gymnastics
Gold Medal,1,2021-08-03 00:00:00.0,WARHOLM K,WARHOLM Karsten,M,../../../en/results/athletics/athlete-profile-n1343575-warholm-karsten.htm,NOR,ATH,Men's 400m Hurdles,Norway,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,BENJAMIN R,BENJAMIN Rai,M,../../../en/results/athletics/athlete-profile-n1458826-benjamin-rai.htm,USA,ATH,Men's 400m Hurdles,United States of America,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,dos SANTOS A,dos SANTOS Alison,M,../../../en/results/athletics/athlete-profile-n1354899-dos-santos-alison.htm,BRA,ATH,Men's 400m Hurdles,Brazil,Athletics
Gold Medal,1,2021-08-03 00:00:00.0,DUPLANTIS A,DUPLANTIS Armand,M,../../../en/results/athletics/athlete-profile-n1449180-duplantis-armand.htm,SWE,ATH,Men's Pole Vault,Sweden,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,NILSEN C,NILSEN Christopher,M,../../../en/results/athletics/athlete-profile-n1453116-nilsen-christopher.htm,USA,ATH,Men's Pole Vault,United States of America,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,BRAZ T,BRAZ Thiago,M,../../../en/results/athletics/athlete-profile-n1355076-braz-thiago.htm,BRA,ATH,Men's Pole Vault,Brazil,Athletics
Gold Medal,1,2021-08-03 00:00:00.0,THOMPSON-HERAH E,THOMPSON-HERAH Elaine,W,../../../en/results/athletics/athlete-profile-n1412290-thompson-herah-elaine.htm,JAM,ATH,Women's 200m,Jamaica,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,MBOMA C,MBOMA Christine,W,../../../en/results/athletics/athlete-profile-n1424995-mboma-christine.htm,NAM,ATH,Women's 200m,Namibia,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,THOMAS G,THOMAS Gabrielle,W,../../../en/results/athletics/athlete-profile-n1457974-thomas-gabrielle.htm,USA,ATH,Women's 200m,United States of America,Athletics
Gold Medal,1,2021-08-03 00:00:00.0,MU A,MU Athing,W,../../../en/results/athletics/athlete-profile-n1363228-mu-athing.htm,USA,ATH,Women's 800m,United States of America,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,HODGKINSON K,HODGKINSON Keely,W,../../../en/results/athletics/athlete-profile-n1477744-hodgkinson-keely.htm,GBR,ATH,Women's 800m,Great Britain,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,ROGERS R,ROGERS Raevyn,W,../../../en/results/athletics/athlete-profile-n1458825-rogers-raevyn.htm,USA,ATH,Women's 800m,United States of America,Athletics
Gold Medal,1,2021-08-03 00:00:00.0,WLODARCZYK A,WLODARCZYK Anita,W,../../../en/results/athletics/athlete-profile-n1324488-wlodarczyk-anita.htm,POL,ATH,Women's Hammer Throw,Poland,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,WANG Z,WANG Zheng,W,../../../en/results/athletics/athlete-profile-n1304554-wang-zheng.htm,CHN,ATH,Women's Hammer Throw,People's Republic of China,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,KOPRON M,KOPRON Malwina,W,../../../en/results/athletics/athlete-profile-n1324434-kopron-malwina.htm,POL,ATH,Women's Hammer Throw,Poland,Athletics
Gold Medal,1,2021-08-03 00:00:00.0,MIHAMBO M,MIHAMBO Malaika,W,../../../en/results/athletics/athlete-profile-n1347145-mihambo-malaika.htm,GER,ATH,Women's Long Jump,Germany,Athletics
Silver Medal,2,2021-08-03 00:00:00.0,REESE B,REESE Brittney,W,../../../en/results/athletics/athlete-profile-n1453050-reese-brittney.htm,USA,ATH,Women's Long Jump,United States of America,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,BRUME E,BRUME Ese,W,../../../en/results/athletics/athlete-profile-n1331123-brume-ese.htm,NGR,ATH,Women's Long Jump,Nigeria,Athletics
Bronze Medal,3,2021-08-03 00:00:00.0,ALVAREZ L,ALVAREZ Lazaro,M,../../../en/results/boxing/athlete-profile-n1306602-alvarez-lazaro.htm,CUB,BOX,Men's Feather (52-57kg),Cuba,Boxing
Bronze Medal,3,2021-08-03 00:00:00.0,TAKYI S,TAKYI Samuel,M,../../../en/results/boxing/athlete-profile-n1327816-takyi-samuel.htm,GHA,BOX,Men's Feather (52-57kg),Ghana,Boxing
Bronze Medal,3,2021-08-03 00:00:00.0,NYIKA D,NYIKA David,M,../../../en/results/boxing/athlete-profile-n1459540-nyika-david.htm,NZL,BOX,Men's Heavy (81-91kg),New Zealand,Boxing
Bronze Medal,3,2021-08-03 00:00:00.0,TEIXEIRA A,TEIXEIRA Abner,M,../../../en/results/boxing/athlete-profile-n1320406-teixeira-abner.htm,BRA,BOX,Men's Heavy (81-91kg),Brazil,Boxing
Gold Medal,1,2021-08-03 00:00:00.0,IGLESIAS R,IGLESIAS Roniel,M,../../../en/results/boxing/athlete-profile-n1306623-iglesias-roniel.htm,CUB,BOX,Men's Welter (63-69kg),Cuba,Boxing
Silver Medal,2,2021-08-03 00:00:00.0,McCORMACK P,McCORMACK Pat,M,../../../en/results/boxing/athlete-profile-n1443419-mccormack-pat.htm,GBR,BOX,Men's Welter (63-69kg),Great Britain,Boxing
Gold Medal,1,2021-08-03 00:00:00.0,IRIE S,IRIE Sena,W,../../../en/results/boxing/athlete-profile-n1316676-irie-sena.htm,JPN,BOX,Women's Feather (54-57kg),Japan,Boxing
Silver Medal,2,2021-08-03 00:00:00.0,PETECIO N,PETECIO Nesthy,W,../../../en/results/boxing/athlete-profile-n1464216-petecio-nesthy.htm,PHI,BOX,Women's Feather (54-57kg),Philippines,Boxing
Gold Medal,1,2021-08-03 00:00:00.0,JORGE F,JORGE ENRIQUEZ Fernando Dayan,M,../../../en/results/canoe-sprint/athlete-profile-n1362346-jorge-enriquez-fernando-dayan.htm,CUB,CSP,Men's Canoe Double 1000m,Cuba,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,TORRES S,TORRES MADRIGAL Serguey,M,../../../en/results/canoe-sprint/athlete-profile-n1307516-torres-madrigal-serguey.htm,CUB,CSP,Men's Canoe Double 1000m,Cuba,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,LIU H,LIU Hao,M,../../../en/results/canoe-sprint/athlete-profile-n1324788-liu-hao.htm,CHN,CSP,Men's Canoe Double 1000m,People's Republic of China,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,ZHENG P,ZHENG Pengfei,M,../../../en/results/canoe-sprint/athlete-profile-n1324751-zheng-pengfei.htm,CHN,CSP,Men's Canoe Double 1000m,People's Republic of China,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,HECKER T,HECKER Tim,M,../../../en/results/canoe-sprint/athlete-profile-n1333379-hecker-tim.htm,GER,CSP,Men's Canoe Double 1000m,Germany,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,BRENDEL S,BRENDEL Sebastian,M,../../../en/results/canoe-sprint/athlete-profile-n1333346-brendel-sebastian.htm,GER,CSP,Men's Canoe Double 1000m,Germany,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,KOPASZ B,KOPASZ Balint,M,../../../en/results/canoe-sprint/athlete-profile-n1302960-kopasz-balint.htm,HUN,CSP,Men's Kayak Single 1000m,Hungary,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,VARGA A,VARGA Adam,M,../../../en/results/canoe-sprint/athlete-profile-n1303727-varga-adam.htm,HUN,CSP,Men's Kayak Single 1000m,Hungary,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,PIMENTA F,PIMENTA Fernando,M,../../../en/results/canoe-sprint/athlete-profile-n1449023-pimenta-fernando.htm,POR,CSP,Men's Kayak Single 1000m,Portugal,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,CARRINGTON L,CARRINGTON Lisa,W,../../../en/results/canoe-sprint/athlete-profile-n1459729-carrington-lisa.htm,NZL,CSP,Women's Kayak Double 500m,New Zealand,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,REGAL C,REGAL Caitlin,W,../../../en/results/canoe-sprint/athlete-profile-n1459737-regal-caitlin.htm,NZL,CSP,Women's Kayak Double 500m,New Zealand,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,PULAWSKA A,PULAWSKA Anna,W,../../../en/results/canoe-sprint/athlete-profile-n1317114-pulawska-anna.htm,POL,CSP,Women's Kayak Double 500m,Poland,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,NAJA K,NAJA Karolina,W,../../../en/results/canoe-sprint/athlete-profile-n1317117-naja-karolina.htm,POL,CSP,Women's Kayak Double 500m,Poland,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,KOZAK D,KOZAK Danuta,W,../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm,HUN,CSP,Women's Kayak Double 500m,Hungary,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,BODONYI D,BODONYI Dora,W,../../../en/results/canoe-sprint/athlete-profile-n1301880-bodonyi-dora.htm,HUN,CSP,Women's Kayak Double 500m,Hungary,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,CARRINGTON L,CARRINGTON Lisa,W,../../../en/results/canoe-sprint/athlete-profile-n1459729-carrington-lisa.htm,NZL,CSP,Women's Kayak Single 200m,New Zealand,Canoe Sprint
Silver Medal,2,2021-08-03 00:00:00.0,PORTELA T,PORTELA Teresa,W,../../../en/results/canoe-sprint/athlete-profile-n1358253-portela-teresa.htm,ESP,CSP,Women's Kayak Single 200m,Spain,Canoe Sprint
Bronze Medal,3,2021-08-03 00:00:00.0,JORGENSEN EA,JORGENSEN Emma Aastrand,W,../../../en/results/canoe-sprint/athlete-profile-n1366771-jorgensen-emma-aastrand.htm,DEN,CSP,Women's Kayak Single 200m,,Canoe Sprint
Gold Medal,1,2021-08-03 00:00:00.0,van den BERG R,van den BERG Roy,M,../../../en/results/cycling-track/athlete-profile-n1467903-van-den-berg-roy.htm,NED,CTR,Men's Team Sprint,Netherlands,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,HOOGLAND J,HOOGLAND Jeffrey,M,../../../en/results/cycling-track/athlete-profile-n1467923-hoogland-jeffrey.htm,NED,CTR,Men's Team Sprint,Netherlands,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,BUCHLI M,BUCHLI Matthijs,M,../../../en/results/cycling-track/athlete-profile-n1467910-buchli-matthijs.htm,NED,CTR,Men's Team Sprint,Netherlands,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,LAVREYSEN H,LAVREYSEN Harrie,M,../../../en/results/cycling-track/athlete-profile-n1467933-lavreysen-harrie.htm,NED,CTR,Men's Team Sprint,Netherlands,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,CARLIN J,CARLIN Jack,M,../../../en/results/cycling-track/athlete-profile-n1474934-carlin-jack.htm,GBR,CTR,Men's Team Sprint,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,KENNY J,KENNY Jason,M,../../../en/results/cycling-track/athlete-profile-n1474957-kenny-jason.htm,GBR,CTR,Men's Team Sprint,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,OWENS R,OWENS Ryan,M,../../../en/results/cycling-track/athlete-profile-n1474964-owens-ryan.htm,GBR,CTR,Men's Team Sprint,Great Britain,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,VIGIER S,VIGIER Sebastien,M,../../../en/results/cycling-track/athlete-profile-n1398930-vigier-sebastien.htm,FRA,CTR,Men's Team Sprint,France,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,HELAL R,HELAL Rayan,M,../../../en/results/cycling-track/athlete-profile-n1398938-helal-rayan.htm,FRA,CTR,Men's Team Sprint,France,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,GRENGBO F,GRENGBO Florian,M,../../../en/results/cycling-track/athlete-profile-n1398948-grengbo-florian.htm,FRA,CTR,Men's Team Sprint,France,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,BRENNAUER L,BRENNAUER Lisa,W,../../../en/results/cycling-track/athlete-profile-n1330503-brennauer-lisa.htm,GER,CTR,Women's Team Pursuit,Germany,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,BRAUSSE F,BRAUSSE Franziska,W,../../../en/results/cycling-track/athlete-profile-n1330504-brausse-franziska.htm,GER,CTR,Women's Team Pursuit,Germany,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,KROEGER M,KROEGER Mieke,W,../../../en/results/cycling-track/athlete-profile-n1330505-kroeger-mieke.htm,GER,CTR,Women's Team Pursuit,Germany,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,KLEIN L,KLEIN Lisa,W,../../../en/results/cycling-track/athlete-profile-n1330510-klein-lisa.htm,GER,CTR,Women's Team Pursuit,Germany,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,ARCHIBALD K,ARCHIBALD Katie,W,../../../en/results/cycling-track/athlete-profile-n1474926-archibald-katie.htm,GBR,CTR,Women's Team Pursuit,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,BARKER E,BARKER Elinor,W,../../../en/results/cycling-track/athlete-profile-n1474928-barker-elinor.htm,GBR,CTR,Women's Team Pursuit,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,EVANS N,EVANS Neah,W,../../../en/results/cycling-track/athlete-profile-n1474946-evans-neah.htm,GBR,CTR,Women's Team Pursuit,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,KENNY L,KENNY Laura,W,../../../en/results/cycling-track/athlete-profile-n1474958-kenny-laura.htm,GBR,CTR,Women's Team Pursuit,Great Britain,Cycling Track
Silver Medal,2,2021-08-03 00:00:00.0,KNIGHT J,KNIGHT Josie,W,../../../en/results/cycling-track/athlete-profile-n1474959-knight-josie.htm,GBR,CTR,Women's Team Pursuit,Great Britain,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,WILLIAMS L,WILLIAMS Lily,W,../../../en/results/cycling-track/athlete-profile-n1671134-williams-lily.htm,USA,CTR,Women's Team Pursuit,United States of America,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,DYGERT C,DYGERT Chloe,W,../../../en/results/cycling-track/athlete-profile-n1342530-dygert-chloe.htm,USA,CTR,Women's Team Pursuit,United States of America,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,WHITE E,WHITE Emma,W,../../../en/results/cycling-track/athlete-profile-n1342547-white-emma.htm,USA,CTR,Women's Team Pursuit,United States of America,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,VALENTE J,VALENTE Jennifer,W,../../../en/results/cycling-track/athlete-profile-n1342568-valente-jennifer.htm,USA,CTR,Women's Team Pursuit,United States of America,Cycling Track
Bronze Medal,3,2021-08-03 00:00:00.0,JASTRAB M,JASTRAB Megan,W,../../../en/results/cycling-track/athlete-profile-n1342586-jastrab-megan.htm,USA,CTR,Women's Team Pursuit,United States of America,Cycling Track
Gold Medal,1,2021-08-03 00:00:00.0,XIE S,XIE Siyi,M,../../../en/results/diving/athlete-profile-n1329532-xie-siyi.htm,CHN,DIV,Men's 3m Springboard,People's Republic of China,Diving
Silver Medal,2,2021-08-03 00:00:00.0,WANG Z,WANG Zongyuan,M,../../../en/results/diving/athlete-profile-n1329811-wang-zongyuan.htm,CHN,DIV,Men's 3m Springboard,People's Republic of China,Diving
Bronze Medal,3,2021-08-03 00:00:00.0,LAUGHER J,LAUGHER Jack,M,../../../en/results/diving/athlete-profile-n1444129-laugher-jack.htm,GBR,DIV,Men's 3m Springboard,Great Britain,Diving
Gold Medal,1,2021-08-03 00:00:00.0,SCOTT G,SCOTT Giles,M,../../../en/results/sailing/athlete-profile-n1468370-scott-giles.htm,GBR,SAL,Men's One Person Dinghy (Heavyweight) - Finn,Great Britain,Sailing
Silver Medal,2,2021-08-03 00:00:00.0,BERECZ Z,BERECZ Zsombor,M,../../../en/results/sailing/athlete-profile-n1364244-berecz-zsombor.htm,HUN,SAL,Men's One Person Dinghy (Heavyweight) - Finn,Hungary,Sailing
Bronze Medal,3,2021-08-03 00:00:00.0,CARDONA MENDEZ J,CARDONA MENDEZ Joan,M,../../../en/results/sailing/athlete-profile-n1352439-cardona-mendez-joan.htm,ESP,SAL,Men's One Person Dinghy (Heavyweight) - Finn,Spain,Sailing
Gold Medal,1,2021-08-03 00:00:00.0,BITHELL S,BITHELL Stuart,M,../../../en/results/sailing/athlete-profile-n1468348-bithell-stuart.htm,GBR,SAL,Men's Skiff - 49er,Great Britain,Sailing
Gold Medal,1,2021-08-03 00:00:00.0,FLETCHER D,FLETCHER Dylan,M,../../../en/results/sailing/athlete-profile-n1468355-fletcher-dylan.htm,GBR,SAL,Men's Skiff - 49er,Great Britain,Sailing
Silver Medal,2,2021-08-03 00:00:00.0,BURLING P,BURLING Peter,M,../../../en/results/sailing/athlete-profile-n1464417-burling-peter.htm,NZL,SAL,Men's Skiff - 49er,New Zealand,Sailing
Silver Medal,2,2021-08-03 00:00:00.0,TUKE B,TUKE Blair,M,../../../en/results/sailing/athlete-profile-n1464435-tuke-blair.htm,NZL,SAL,Men's Skiff - 49er,New Zealand,Sailing
Bronze Medal,3,2021-08-03 00:00:00.0,HEIL E,HEIL Erik,M,../../../en/results/sailing/athlete-profile-n1306483-heil-erik.htm,GER,SAL,Men's Skiff - 49er,Germany,Sailing
Bronze Medal,3,2021-08-03 00:00:00.0,PLOESSEL T,PLOESSEL Thomas,M,../../../en/results/sailing/athlete-profile-n1306485-ploessel-thomas.htm,GER,SAL,Men's Skiff - 49er,Germany,Sailing
Gold Medal,1,2021-08-03 00:00:00.0,BANTI C,BANTI Caterina,X,../../../en/results/sailing/athlete-profile-n1335020-banti-caterina.htm,ITA,SAL,Mixed Multihull - Nacra 17 Foiling,Italy,Sailing
